timestamp_ms,sample_number,imu,ax,ay,az,gx,gy,gz,temp
149454,128,0x6A,-1.161715,4.843073,-5.636294,1.734857,1.556637,0.539547,18.88
149454,128,0x6B,1.658226,2.672783,-3.168097,1.990046,-0.388663,-0.633925,21.05
149457,129,0x6A,-0.915255,5.109873,-5.539384,1.659110,1.505019,0.520763,18.88
149457,129,0x6B,2.132005,2.889333,-3.239882,1.980883,-0.347124,-0.626442,21.05
149574,130,0x6A,0.872184,0.666401,-5.538188,-0.264810,-1.004110,-0.329409,18.85
149574,130,0x6B,0.419940,2.063810,-0.503689,-0.804051,0.607811,0.177609,21.11
149577,131,0x6A,1.067199,0.740579,-5.414958,-0.274737,-1.050536,-0.315206,18.85
149577,131,0x6B,0.301496,1.978864,-0.306281,-0.923628,0.579100,0.225562,21.11
149579,132,0x6A,1.210768,0.664008,-5.320441,-0.291230,-1.109179,-0.311847,18.85
149579,132,0x6B,0.197408,1.855634,-0.179462,-1.043052,0.540005,0.272140,21.11
149582,133,0x6A,1.450051,0.506082,-4.998607,-0.323759,-1.164309,-0.303600,18.85
149582,133,0x6B,0.104088,1.880759,-0.205783,-1.171945,0.507782,0.322079,21.11
149584,134,0x6A,1.846063,0.126820,-4.667201,-0.356745,-1.219134,-0.292604,18.85
149584,134,0x6B,-0.105284,1.903490,-0.178265,-1.305266,0.477697,0.372933,21.11
149587,135,0x6A,2.068595,-0.145962,-4.179065,-0.417832,-1.286024,-0.287718,18.85
149587,135,0x6B,-0.363709,1.858027,-0.111266,-1.439504,0.443641,0.433562,21.09
149589,136,0x6A,2.246860,-0.534796,-3.736392,-0.450208,-1.311528,-0.280234,18.85
149589,136,0x6B,-0.632902,1.831706,-0.153141,-1.573589,0.407294,0.499993,21.09
149592,137,0x6A,2.395216,-0.867398,-3.442075,-0.464563,-1.330923,-0.264810,18.85
149592,137,0x6B,-0.876970,1.664208,-0.211765,-1.715920,0.372017,0.572992,21.09
149594,138,0x6A,2.462215,-1.203590,-3.303292,-0.481667,-1.339322,-0.243430,18.87
149594,138,0x6B,-1.127020,1.433301,-0.602991,-1.866193,0.337656,0.649655,21.09
149597,139,0x6A,2.487339,-1.507478,-3.306881,-0.512363,-1.338711,-0.208763,18.87
149597,139,0x6B,-1.477568,0.859023,-0.922433,-2.019979,0.303753,0.717156,21.09
149599,140,0x6A,2.824727,-1.896312,-3.401397,-0.528398,-1.340086,-0.171653,18.87
149599,140,0x6B,-1.712065,0.384048,-1.292124,-2.175138,0.260839,0.805426,21.09
