timestamp_ms,sample_number,imu,ax,ay,az,gx,gy,gz,temp
5612,37,0x6B,0.022732,-10.009178,4.887341,3.946800,-0.907135,1.942551,23.25
5662,38,0x6A,-1.048056,8.534002,-2.995814,5.002376,1.842217,-1.464855,22.98
5662,38,0x6B,-1.813760,-9.778270,4.197011,5.002986,-1.913841,1.359175,23.27
5712,39,0x6A,-1.405783,5.868398,-6.790831,4.478253,1.578018,-1.242958,23.05
5712,39,0x6B,-1.804188,-7.513463,9.150154,4.568814,-1.641548,1.180650,23.20
5762,40,0x6A,-2.879762,4.798806,-8.579466,4.581183,1.660943,-1.305572,23.02
5762,40,0x6B,-2.414358,-3.743571,8.321041,4.387234,-1.429577,1.448056,23.34
5812,41,0x6A,-1.195215,1.220340,-8.955138,4.298048,1.004415,-1.366047,23.01
5812,41,0x6B,-1.501496,-2.051846,9.316455,4.321872,-1.016938,1.321301,23.28
5862,42,0x6A,1.756332,-2.918047,-10.652845,4.599663,1.582905,-1.114829,23.02
5862,42,0x6B,2.372484,-0.230907,9.150154,4.668232,-1.501049,0.732886,23.27
5912,43,0x6A,-1.349552,-2.226521,-7.860423,3.935041,0.554360,0.149357,23.03
5912,43,0x6B,-1.718047,3.170490,6.381658,3.835012,-0.496023,-0.162490,23.29
5962,44,0x6A,-0.594616,-4.310670,-7.314859,2.711020,0.270155,-0.261756,23.03
5962,44,0x6B,-0.607777,3.839284,7.692925,2.639396,-0.281456,0.232434,23.26
6012,45,0x6A,-0.644866,-5.637490,-7.299305,1.027323,-0.315054,-0.088270,22.96
6012,45,0x6B,-0.671187,5.467599,6.591030,0.862694,0.365297,0.075595,23.25
6062,46,0x6A,0.007178,-6.372087,-7.046863,0.350789,-0.026725,0.121104,22.98
6062,46,0x6B,0.040678,5.752346,7.816155,0.289397,-0.017868,-0.160658,23.25
6112,47,0x6A,0.607777,-5.150551,-7.235896,-0.588569,0.037263,0.568868,22.97
6112,47,0x6B,0.175872,4.165905,8.703893,-0.701579,-0.089339,-0.620792,23.23
6162,48,0x6A,-1.093520,-3.491128,-10.594223,-1.306793,0.107360,0.736856,22.96
6162,48,0x6B,-1.411765,3.060420,10.868201,-1.321454,-0.087506,-0.736398,23.27
6212,49,0x6A,-1.606781,-2.551945,-12.771690,-1.159728,0.101098,0.374155,22.98
6212,49,0x6B,-1.596013,2.415555,12.899707,-1.078330,-0.053603,-0.349262,23.25
6262,50,0x6A,-1.278964,-3.042474,-13.540983,-0.476933,-0.301004,0.357356,22.99
6262,50,0x6B,-1.418944,2.819942,13.190435,-0.504880,0.285427,-0.367588,23.18
6312,51,0x6A,-1.119841,-3.062813,-10.429117,0.056505,-0.487929,0.336892,22.96
6312,51,0x6B,-1.168894,2.245664,9.546166,-0.132405,0.549931,-0.365450,23.20
6362,52,0x6A,-1.783849,-2.870191,-10.581061,-1.607645,-1.255634,0.433867,23.00
6362,52,0x6B,-2.115255,1.942972,11.858829,-1.691639,1.234559,-0.446390,23.18
6412,53,0x6A,-2.110470,-2.169094,-10.980664,-1.302823,-0.847881,0.576504,22.97
6412,53,0x6B,-2.301895,1.420140,12.291929,-1.303281,0.835664,-0.578947,23.21
6462,54,0x6A,-2.811567,-1.361516,-10.326226,-0.949895,-0.585972,0.602771,22.92
6462,54,0x6B,-2.897708,0.880559,10.218549,-0.969443,0.587347,-0.603229,23.22
6512,55,0x6A,-2.538785,-0.287139,-8.883354,-1.388955,-0.746325,0.441503,22.93
6512,55,0x6B,-2.669194,-0.072981,9.080762,-1.438130,0.742812,-0.440587,23.14
6562,56,0x6A,-2.135594,0.087338,-8.061419,-2.112830,-0.884838,0.430202,22.94
6562,56,0x6B,-2.236093,-0.673580,8.993423,-2.145664,0.866665,-0.425009,23.12
6612,57,0x6A,-1.872384,0.510868,-6.793224,-2.182469,-0.122631,0.478002,22.90
6612,57,0x6B,-1.665405,-1.342373,6.300302,-2.219884,0.144775,-0.485791,23.18
6662,58,0x6A,-2.219343,1.478764,-3.676572,-2.183385,-0.119119,0.467006,22.93
6662,58,0x6B,-2.380858,-1.197608,5.769095,-2.250580,-0.002596,-0.465174,23.14
6712,59,0x6A,-2.382055,2.404787,-6.424729,-2.026087,0.033139,0.318719,22.93
6712,59,0x6B,-2.372484,-2.242075,7.622337,-1.857794,-0.095448,-0.284816,23.17
6762,60,0x6A,-1.641476,2.163112,-5.915058,-0.971581,0.682642,0.074373,22.99
6762,60,0x6B,-1.536192,-2.344966,5.983253,-0.828181,-0.657902,-0.060323,23.16
6812,61,0x6A,-1.770689,3.336791,-5.242674,0.764651,0.897666,-0.170890,22.91
6812,61,0x6B,-1.869991,-3.341577,5.980860,0.937373,-0.979522,0.194102,23.17
6862,62,0x6A,-1.538585,3.724428,-5.843273,0.870025,1.124145,-0.408669,22.93
6862,62,0x6B,-1.708475,-3.775874,5.812167,0.910495,-1.129795,0.376293,23.19
6912,63,0x6A,-1.816152,4.287939,-8.894122,0.780991,1.125366,-0.699441,22.90
6912,63,0x6B,-2.124826,-3.796213,9.633504,0.831082,-1.142165,0.768927,23.16
6962,64,0x6A,-1.227518,2.520839,-12.723834,1.182788,0.952186,-1.026406,22.93
6962,64,0x6B,-1.507478,-2.632105,12.680763,1.220356,-0.964404,1.014800,23.15
7012,65,0x6A,-1.556531,1.641476,-11.754742,1.857336,0.575893,-0.995863,22.91
7012,65,0x6B,-1.746760,-2.103291,11.441282,1.870469,-0.583987,0.967000,23.17
7062,66,0x6A,-1.063610,0.180658,-11.242677,1.199892,0.318108,-0.958295,22.92
7062,66,0x6B,-1.095913,-1.502692,11.120644,1.190576,-0.328035,0.921032,23.17
7112,67,0x6A,-1.365105,0.445065,-11.755938,0.597273,0.213956,-0.483805,22.91
7112,67,0x6B,-1.505085,-1.209572,11.887543,0.584140,-0.218537,0.454484,23.14
7162,68,0x6A,-1.789831,0.454636,-11.979667,0.428217,0.099571,-0.298408,22.92
7162,68,0x6B,-1.850848,-0.971486,11.856437,0.421650,-0.096211,0.273362,23.13
7212,69,0x6A,-1.576870,0.028714,-12.222538,0.160199,-0.069486,-0.148593,22.96
7212,69,0x6B,-1.674976,-0.710668,11.816955,0.147524,0.089186,0.120340,23.16
7262,70,0x6A,-2.307878,-0.305085,-13.246667,0.139888,-0.899957,-0.107512,22.89
7262,70,0x6B,-2.359323,0.112463,12.532409,0.168446,0.957837,0.114537,23.15
7312,71,0x6A,-1.660619,-0.387637,-10.667203,0.820697,-0.890794,-0.083536,22.91
7312,71,0x6B,-1.879562,-0.160319,10.729417,0.837649,0.847728,0.055131,23.16
7362,72,0x6A,-1.707279,-0.772882,-7.794620,0.279318,-0.790460,0.063072,22.90
7362,72,0x6B,-1.921437,0.105284,8.353344,0.168904,0.758084,-0.104763,23.14
7412,73,0x6A,-1.590031,-0.714258,-6.649654,-0.404240,-0.332311,0.358731,22.89
7412,73,0x6B,-1.811367,-0.171087,7.501499,-0.473115,0.286801,-0.402102,23.14
7462,74,0x6A,-2.456232,0.649651,-7.110272,-0.487929,0.096517,0.360105,22.90
7462,74,0x6B,-2.537588,-0.629312,8.111669,-0.493885,-0.081245,-0.375835,23.13
7512,75,0x6A,-2.213361,0.783650,-8.053044,-0.417221,0.167835,0.121104,22.89
7512,75,0x6B,-2.177469,-0.849452,8.039885,-0.410501,-0.124158,-0.106138,23.10
