time,ax_A,ay_A,az_A,gx_A,gy_A,gz_A,temp_A,ax_B,ay_B,az_B,gx_B,gy_B,gz_B,temp_B
1776658912.2574658,0.012,-4.0582,-9.4134,-0.2382,0.1752,0.0031,24.84,-0.0682,3.5761,10.0702,-0.2498,-0.1689,-0.013,24.87
1776658912.314687,0.6784,-3.3416,-8.9372,0.0632,0.5699,-0.0136,24.87,0.4223,2.4419,8.7266,0.0747,-0.551,-0.0234,24.86
1776658912.3715153,1.1019,-4.0259,-9.3847,-0.6159,0.3934,0.1083,24.97,0.7908,3.198,9.88,-0.4983,-0.4304,-0.1365,24.87
1776658912.4225256,1.401,-4.605,-10.2784,0.1335,0.2671,0.1605,24.87,1.3388,3.9936,9.4528,0.1246,-0.2812,-0.2066,24.87
1776658912.4827564,1.7527,-6.2764,-13.3256,-0.1691,-0.1547,0.2567,24.95,1.6475,5.8528,12.8387,-0.1796,0.152,-0.2702,24.89
1776658912.5374155,1.4034,-7.3675,-14.796,0.5612,-0.2309,0.3122,24.96,1.2646,6.9607,15.1609,0.5684,0.2289,-0.3276,24.86
1776658912.5866237,0.7023,-7.1007,-15.9769,1.067,-0.3923,0.1671,25.0,0.5216,6.8686,16.5021,1.0597,0.3934,-0.1784,24.84
1776658912.6419802,-0.1531,-5.921,-15.7101,1.7016,-0.221,0.3512,24.92,-0.3147,5.0536,15.1502,1.7572,0.244,-0.3824,24.87
1776658912.6973083,-0.2871,-4.118,-9.1621,1.9071,0.0602,0.1199,24.93,-0.5671,4.3167,10.2748,1.8723,-0.0125,-0.1765,24.87
1776658912.7548122,-0.7083,-3.9458,-9.7759,1.8375,0.2442,0.0733,24.88,-0.9105,3.149,9.2088,1.9696,-0.2089,-0.113,24.85
1776658912.813453,-0.317,-3.5474,-5.0955,1.8173,0.0301,0.0029,24.9,-0.4319,3.7472,5.4532,1.6548,-0.0408,-0.0073,24.84
1776658912.8620644,-0.5827,-4.684,-8.4431,1.9427,0.257,0.0307,24.95,-0.4834,3.6682,7.4142,2.0383,-0.2181,-0.0916,24.86
1776658912.9174001,0.189,-5.2104,-3.0473,0.8322,0.567,0.2582,24.91,0.2321,5.2044,7.1294,0.9229,-0.4945,-0.2749,24.84
1776658912.9752872,0.3458,-5.7715,-4.6768,2.0647,1.6087,-0.1791,24.87,0.0921,4.8263,3.0102,2.0566,-1.6368,0.1594,24.82
1776658913.0326974,0.8171,-5.8983,-3.5521,1.1605,0.0073,0.0027,24.9,0.7645,5.324,2.808,1.1564,-0.0206,-0.0188,24.82
1776658913.0888891,0.53,-5.3755,0.8758,1.0174,-0.2637,0.0357,24.9,0.4487,5.3157,-0.9272,1.0131,0.2633,-0.0513,24.82
1776658913.1428988,0.926,-6.4379,-0.0742,0.7918,-0.2378,0.0617,24.88,0.8243,5.5884,0.3529,0.7825,0.2379,-0.1159,24.87
1776658913.1973476,0.8459,-5.7236,0.7011,0.4354,-0.6468,0.3074,24.83,0.7549,5.1541,-1.4572,0.3887,0.6658,-0.3259,24.82
1776658913.2491574,0.8052,-5.9294,2.8558,-0.3167,-0.6727,0.3308,24.91,0.6437,5.866,-1.6666,-0.3477,0.638,-0.3367,24.78
1776658913.3080182,0.5815,-4.9771,2.6142,-0.9542,-0.478,0.1587,24.88,0.548,4.5799,-3.7926,-1.0748,0.5191,-0.1741,24.86
1776658913.3595138,-0.3852,-3.4935,1.8568,-1.9971,-0.4074,0.2297,24.93,-0.3984,2.4826,-0.0814,-1.99,0.3329,-0.2514,24.88
1776658913.4182055,0.7322,-1.7827,2.2756,-2.5536,0.5977,0.4511,24.91,0.8447,0.9655,-3.0102,-2.5125,-0.619,-0.44,24.86
1776658913.467251,1.0241,-0.0156,-4.4315,-2.3964,-0.3445,0.2101,24.87,0.6796,-0.7262,4.3956,-2.3248,0.3118,-0.2002,24.93
1776658913.5222747,-1.6869,-0.0084,-14.8092,-3.7742,0.1032,0.2718,24.92,-1.8138,0.5348,14.6513,-3.5956,-0.1801,-0.2436,24.88
1776658913.5773923,-0.9583,-3.2841,-17.3982,-3.6519,0.4452,0.2033,24.91,-1.5721,3.7591,19.5541,-3.6548,-0.5475,-0.1874,24.9
1776658913.6317255,-0.1543,-5.6435,-19.9095,-2.5319,0.7462,0.0619,24.93,-0.3793,4.7689,21.2674,-2.5305,-0.7533,-0.0693,24.87
1776658913.6877806,0.5444,-6.7286,-21.3619,-1.6066,0.3195,-0.0023,24.91,0.4654,6.1424,19.2,-1.5974,-0.3189,-0.0082,24.94
1776658913.7426212,1.0086,-9.2124,-25.279,-0.6822,-0.1894,0.0441,24.5,0.859,8.3127,24.7597,-0.6658,0.1944,-0.0571,24.88
1776658913.79915,0.1352,-7.0947,-28.2664,1.684,-0.1921,0.2217,24.88,0.0718,6.4929,30.9272,1.7791,0.1429,-0.2395,24.91
1776658913.858251,0.1388,-2.1236,-23.1709,3.3083,0.3149,0.0273,24.86,-0.1065,1.0397,22.2688,3.2157,-0.2779,-0.0577,24.87
1776658913.9125626,-0.0598,4.0499,-15.7161,4.2892,-0.3798,0.2482,24.88,-0.0215,-3.2064,17.1266,4.4214,0.4145,-0.2796,24.87
